instance.yaml
kiva v0.2.0-0-g98c829f
Copyright (C) 2012-2014 Big Ladder Software
Web: www.bigladdersoftware.com

Starting Program: 2014-Jun-24 18:02:31.874649
Creating Domain...
Initializing Temperatures...
2096-Dec-30 23:00:00
Beginning Simulation...
2097-Oct-20 02:00:00 (80.1%)
2097-Oct-20 13:00:00 (80.2%)
2097-Oct-21 01:00:00 (80.3%)
2097-Oct-21 12:00:00 (80.5%)
2097-Oct-21 23:00:00 (80.6%)
2097-Oct-22 10:00:00 (80.7%)
2097-Oct-22 21:00:00 (80.8%)
2097-Oct-23 08:00:00 (81%)
2097-Oct-23 19:00:00 (81.1%)
2097-Oct-24 06:00:00 (81.2%)
2097-Oct-24 17:00:00 (81.3%)
2097-Oct-25 04:00:00 (81.5%)
2097-Oct-25 15:00:00 (81.6%)
2097-Oct-26 02:00:00 (81.7%)
2097-Oct-26 13:00:00 (81.8%)
2097-Oct-27 00:00:00 (82%)
2097-Oct-27 11:00:00 (82.1%)
2097-Oct-27 22:00:00 (82.2%)
2097-Oct-28 09:00:00 (82.3%)
2097-Oct-28 20:00:00 (82.5%)
2097-Oct-29 07:00:00 (82.6%)
2097-Oct-29 18:00:00 (82.7%)
2097-Oct-30 05:00:00 (82.8%)
2097-Oct-30 16:00:00 (83%)
2097-Oct-31 03:00:00 (83.1%)
2097-Oct-31 14:00:00 (83.2%)
2097-Nov-01 01:00:00 (83.3%)
2097-Nov-01 12:00:00 (83.5%)
2097-Nov-01 23:00:00 (83.6%)
2097-Nov-02 10:00:00 (83.7%)
2097-Nov-02 21:00:00 (83.8%)
2097-Nov-03 08:00:00 (84%)
2097-Nov-03 19:00:00 (84.1%)
2097-Nov-04 06:00:00 (84.2%)
2097-Nov-04 17:00:00 (84.3%)
2097-Nov-05 04:00:00 (84.5%)
2097-Nov-05 15:00:00 (84.6%)
2097-Nov-06 03:00:00 (84.7%)
2097-Nov-06 14:00:00 (84.9%)
2097-Nov-07 01:00:00 (85%)
2097-Nov-07 12:00:00 (85.1%)
2097-Nov-07 23:00:00 (85.2%)
2097-Nov-08 10:00:00 (85.4%)
2097-Nov-08 21:00:00 (85.5%)
2097-Nov-09 08:00:00 (85.6%)
2097-Nov-09 19:00:00 (85.7%)
2097-Nov-10 06:00:00 (85.9%)
2097-Nov-10 17:00:00 (86%)
2097-Nov-11 04:00:00 (86.1%)
2097-Nov-11 15:00:00 (86.2%)
2097-Nov-12 02:00:00 (86.4%)
2097-Nov-12 13:00:00 (86.5%)
2097-Nov-13 00:00:00 (86.6%)
2097-Nov-13 11:00:00 (86.7%)
2097-Nov-13 22:00:00 (86.9%)
2097-Nov-14 09:00:00 (87%)
2097-Nov-14 20:00:00 (87.1%)
2097-Nov-15 07:00:00 (87.2%)
2097-Nov-15 18:00:00 (87.4%)
2097-Nov-16 05:00:00 (87.5%)
2097-Nov-16 16:00:00 (87.6%)
2097-Nov-17 03:00:00 (87.7%)
2097-Nov-17 14:00:00 (87.9%)
2097-Nov-18 01:00:00 (88%)
2097-Nov-18 12:00:00 (88.1%)
2097-Nov-18 23:00:00 (88.2%)
2097-Nov-19 10:00:00 (88.4%)
2097-Nov-19 21:00:00 (88.5%)
2097-Nov-20 08:00:00 (88.6%)
2097-Nov-20 19:00:00 (88.7%)
2097-Nov-21 06:00:00 (88.9%)
2097-Nov-21 17:00:00 (89%)
2097-Nov-22 04:00:00 (89.1%)
2097-Nov-22 15:00:00 (89.2%)
2097-Nov-23 02:00:00 (89.4%)
2097-Nov-23 13:00:00 (89.5%)
2097-Nov-24 00:00:00 (89.6%)
2097-Nov-24 11:00:00 (89.7%)
2097-Nov-24 22:00:00 (89.9%)
2097-Nov-25 09:00:00 (90%)
2097-Nov-25 20:00:00 (90.1%)
2097-Nov-26 07:00:00 (90.2%)
2097-Nov-26 18:00:00 (90.4%)
2097-Nov-27 05:00:00 (90.5%)
2097-Nov-27 17:00:00 (90.6%)
2097-Nov-28 04:00:00 (90.8%)
2097-Nov-28 15:00:00 (90.9%)
2097-Nov-29 02:00:00 (91%)
2097-Nov-29 13:00:00 (91.1%)
2097-Nov-30 00:00:00 (91.3%)
2097-Nov-30 11:00:00 (91.4%)
2097-Nov-30 22:00:00 (91.5%)
2097-Dec-01 09:00:00 (91.6%)
2097-Dec-01 20:00:00 (91.8%)
2097-Dec-02 07:00:00 (91.9%)
2097-Dec-02 18:00:00 (92%)
2097-Dec-03 05:00:00 (92.1%)
2097-Dec-03 16:00:00 (92.3%)
2097-Dec-04 03:00:00 (92.4%)
2097-Dec-04 14:00:00 (92.5%)
2097-Dec-05 01:00:00 (92.6%)
2097-Dec-05 12:00:00 (92.8%)
2097-Dec-05 23:00:00 (92.9%)
2097-Dec-06 10:00:00 (93%)
2097-Dec-06 21:00:00 (93.1%)
2097-Dec-07 08:00:00 (93.3%)
2097-Dec-07 19:00:00 (93.4%)
2097-Dec-08 06:00:00 (93.5%)
2097-Dec-08 17:00:00 (93.6%)
2097-Dec-09 04:00:00 (93.8%)
2097-Dec-09 16:00:00 (93.9%)
2097-Dec-10 03:00:00 (94%)
2097-Dec-10 14:00:00 (94.1%)
2097-Dec-11 01:00:00 (94.3%)
2097-Dec-11 12:00:00 (94.4%)
2097-Dec-11 23:00:00 (94.5%)
2097-Dec-12 10:00:00 (94.6%)
2097-Dec-12 21:00:00 (94.8%)
2097-Dec-13 08:00:00 (94.9%)
2097-Dec-13 19:00:00 (95%)
2097-Dec-14 06:00:00 (95.2%)
2097-Dec-14 17:00:00 (95.3%)
2097-Dec-15 04:00:00 (95.4%)
2097-Dec-15 15:00:00 (95.5%)
2097-Dec-16 02:00:00 (95.7%)
2097-Dec-16 13:00:00 (95.8%)
2097-Dec-17 00:00:00 (95.9%)
2097-Dec-17 11:00:00 (96%)
2097-Dec-17 22:00:00 (96.2%)
2097-Dec-18 09:00:00 (96.3%)
2097-Dec-18 20:00:00 (96.4%)
2097-Dec-19 07:00:00 (96.5%)
2097-Dec-19 18:00:00 (96.7%)
2097-Dec-20 05:00:00 (96.8%)
2097-Dec-20 17:00:00 (96.9%)
2097-Dec-21 04:00:00 (97%)
2097-Dec-21 15:00:00 (97.2%)
2097-Dec-22 02:00:00 (97.3%)
2097-Dec-22 13:00:00 (97.4%)
2097-Dec-23 00:00:00 (97.5%)
2097-Dec-23 11:00:00 (97.7%)
2097-Dec-23 22:00:00 (97.8%)
2097-Dec-24 09:00:00 (97.9%)
2097-Dec-24 20:00:00 (98%)
2097-Dec-25 07:00:00 (98.2%)
2097-Dec-25 18:00:00 (98.3%)
2097-Dec-26 05:00:00 (98.4%)
2097-Dec-26 16:00:00 (98.5%)
2097-Dec-27 03:00:00 (98.7%)
2097-Dec-27 14:00:00 (98.8%)
2097-Dec-28 01:00:00 (98.9%)
2097-Dec-28 12:00:00 (99%)
2097-Dec-28 23:00:00 (99.2%)
2097-Dec-29 10:00:00 (99.3%)
2097-Dec-29 21:00:00 (99.4%)
2097-Dec-30 08:00:00 (99.5%)
2097-Dec-30 19:00:00 (99.7%)
2097-Dec-31 06:00:00 (99.8%)
2097-Dec-31 17:00:00 (99.9%)
2097-Dec-31 23:00:00 (100%)
Finished Program: 2014-Jun-24 18:15:52.581281
Elapsed Time: 00:13:20.706632

