instance.yaml
kiva v0.2.0-0-g98c829f
Copyright (C) 2012-2014 Big Ladder Software
Web: www.bigladdersoftware.com

Starting Program: 2014-Jun-24 21:00:36.898357
Creating Domain...
Initializing Temperatures...
2096-Dec-30 23:00:00
Beginning Simulation...
2097-May-10 06:00:00 (35.6%)
2097-May-10 11:00:00 (35.6%)
2097-May-10 16:00:00 (35.7%)
2097-May-10 21:00:00 (35.8%)
2097-May-11 02:00:00 (35.8%)
2097-May-11 07:00:00 (35.9%)
2097-May-11 12:00:00 (35.9%)
2097-May-11 17:00:00 (36%)
2097-May-11 21:00:00 (36%)
2097-May-12 02:00:00 (36.1%)
2097-May-12 07:00:00 (36.1%)
2097-May-12 12:00:00 (36.2%)
2097-May-12 17:00:00 (36.3%)
2097-May-12 22:00:00 (36.3%)
2097-May-13 03:00:00 (36.4%)
2097-May-13 08:00:00 (36.4%)
2097-May-13 13:00:00 (36.5%)
2097-May-13 18:00:00 (36.5%)
2097-May-13 23:00:00 (36.6%)
2097-May-14 04:00:00 (36.7%)
2097-May-14 09:00:00 (36.7%)
2097-May-14 13:00:00 (36.8%)
2097-May-14 18:00:00 (36.8%)
2097-May-14 23:00:00 (36.9%)
2097-May-15 04:00:00 (36.9%)
2097-May-15 09:00:00 (37%)
2097-May-15 14:00:00 (37%)
2097-May-15 19:00:00 (37.1%)
2097-May-16 00:00:00 (37.2%)
2097-May-16 05:00:00 (37.2%)
2097-May-16 10:00:00 (37.3%)
2097-May-16 15:00:00 (37.3%)
2097-May-16 20:00:00 (37.4%)
2097-May-17 01:00:00 (37.4%)
2097-May-17 06:00:00 (37.5%)
2097-May-17 11:00:00 (37.6%)
2097-May-17 15:00:00 (37.6%)
2097-May-17 20:00:00 (37.7%)
2097-May-18 01:00:00 (37.7%)
2097-May-18 06:00:00 (37.8%)
2097-May-18 11:00:00 (37.8%)
2097-May-18 16:00:00 (37.9%)
2097-May-18 21:00:00 (37.9%)
2097-May-19 02:00:00 (38%)
2097-May-19 07:00:00 (38.1%)
2097-May-19 12:00:00 (38.1%)
2097-May-19 17:00:00 (38.2%)
2097-May-19 22:00:00 (38.2%)
2097-May-20 03:00:00 (38.3%)
2097-May-20 08:00:00 (38.3%)
2097-May-20 12:00:00 (38.4%)
2097-May-20 17:00:00 (38.4%)
2097-May-20 22:00:00 (38.5%)
2097-May-21 03:00:00 (38.6%)
2097-May-21 08:00:00 (38.6%)
2097-May-21 13:00:00 (38.7%)
2097-May-21 18:00:00 (38.7%)
2097-May-21 23:00:00 (38.8%)
2097-May-22 04:00:00 (38.8%)
2097-May-22 09:00:00 (38.9%)
2097-May-22 14:00:00 (39%)
2097-May-22 19:00:00 (39%)
2097-May-23 00:00:00 (39.1%)
2097-May-23 05:00:00 (39.1%)
2097-May-23 09:00:00 (39.2%)
2097-May-23 14:00:00 (39.2%)
2097-May-23 19:00:00 (39.3%)
2097-May-24 00:00:00 (39.3%)
2097-May-24 05:00:00 (39.4%)
2097-May-24 10:00:00 (39.5%)
2097-May-24 15:00:00 (39.5%)
2097-May-24 20:00:00 (39.6%)
2097-May-25 01:00:00 (39.6%)
2097-May-25 06:00:00 (39.7%)
2097-May-25 11:00:00 (39.7%)
2097-May-25 16:00:00 (39.8%)
2097-May-25 21:00:00 (39.9%)
2097-May-26 02:00:00 (39.9%)
2097-May-26 07:00:00 (40%)
2097-May-26 11:00:00 (40%)
2097-May-26 16:00:00 (40.1%)
2097-May-26 21:00:00 (40.1%)
2097-May-27 02:00:00 (40.2%)
2097-May-27 07:00:00 (40.2%)
2097-May-27 12:00:00 (40.3%)
2097-May-27 17:00:00 (40.4%)
2097-May-27 22:00:00 (40.4%)
2097-May-28 03:00:00 (40.5%)
2097-May-28 08:00:00 (40.5%)
2097-May-28 13:00:00 (40.6%)
2097-May-28 18:00:00 (40.6%)
2097-May-28 23:00:00 (40.7%)
2097-May-29 04:00:00 (40.8%)
2097-May-29 08:00:00 (40.8%)
2097-May-29 13:00:00 (40.9%)
2097-May-29 18:00:00 (40.9%)
2097-May-29 23:00:00 (41%)
2097-May-30 04:00:00 (41%)
2097-May-30 09:00:00 (41.1%)
2097-May-30 14:00:00 (41.1%)
2097-May-30 19:00:00 (41.2%)
2097-May-31 00:00:00 (41.3%)
2097-May-31 05:00:00 (41.3%)
2097-May-31 10:00:00 (41.4%)
2097-May-31 15:00:00 (41.4%)
2097-May-31 20:00:00 (41.5%)
2097-Jun-01 01:00:00 (41.5%)
2097-Jun-01 06:00:00 (41.6%)
2097-Jun-01 10:00:00 (41.6%)
2097-Jun-01 15:00:00 (41.7%)
2097-Jun-01 20:00:00 (41.8%)
2097-Jun-02 01:00:00 (41.8%)
2097-Jun-02 06:00:00 (41.9%)
2097-Jun-02 11:00:00 (41.9%)
2097-Jun-02 16:00:00 (42%)
2097-Jun-02 21:00:00 (42%)
2097-Jun-03 02:00:00 (42.1%)
2097-Jun-03 07:00:00 (42.2%)
2097-Jun-03 12:00:00 (42.2%)
2097-Jun-03 17:00:00 (42.3%)
2097-Jun-03 22:00:00 (42.3%)
2097-Jun-04 03:00:00 (42.4%)
2097-Jun-04 07:00:00 (42.4%)
2097-Jun-04 12:00:00 (42.5%)
2097-Jun-04 17:00:00 (42.5%)
2097-Jun-04 22:00:00 (42.6%)
2097-Jun-05 03:00:00 (42.7%)
2097-Jun-05 08:00:00 (42.7%)
2097-Jun-05 13:00:00 (42.8%)
2097-Jun-05 18:00:00 (42.8%)
2097-Jun-05 23:00:00 (42.9%)
2097-Jun-06 04:00:00 (42.9%)
2097-Jun-06 09:00:00 (43%)
2097-Jun-06 14:00:00 (43.1%)
2097-Jun-06 19:00:00 (43.1%)
2097-Jun-07 00:00:00 (43.2%)
2097-Jun-07 04:00:00 (43.2%)
2097-Jun-07 09:00:00 (43.3%)
2097-Jun-07 14:00:00 (43.3%)
2097-Jun-07 19:00:00 (43.4%)
2097-Jun-08 00:00:00 (43.4%)
2097-Jun-08 05:00:00 (43.5%)
2097-Jun-08 10:00:00 (43.6%)
2097-Jun-08 15:00:00 (43.6%)
2097-Jun-08 20:00:00 (43.7%)
2097-Jun-09 01:00:00 (43.7%)
2097-Jun-09 06:00:00 (43.8%)
2097-Jun-09 11:00:00 (43.8%)
2097-Jun-09 16:00:00 (43.9%)
2097-Jun-09 21:00:00 (44%)
2097-Jun-10 02:00:00 (44%)
2097-Jun-10 06:00:00 (44.1%)
2097-Jun-10 11:00:00 (44.1%)
2097-Jun-10 16:00:00 (44.2%)
2097-Jun-10 21:00:00 (44.2%)
2097-Jun-11 02:00:00 (44.3%)
2097-Jun-11 07:00:00 (44.3%)
2097-Jun-11 12:00:00 (44.4%)
2097-Jun-11 17:00:00 (44.5%)
2097-Jun-11 22:00:00 (44.5%)
2097-Jun-12 03:00:00 (44.6%)
2097-Jun-12 08:00:00 (44.6%)
2097-Jun-12 13:00:00 (44.7%)
2097-Jun-12 18:00:00 (44.7%)
2097-Jun-12 23:00:00 (44.8%)
2097-Jun-13 03:00:00 (44.8%)
2097-Jun-13 08:00:00 (44.9%)
2097-Jun-13 13:00:00 (45%)
2097-Jun-13 18:00:00 (45%)
2097-Jun-13 23:00:00 (45.1%)
2097-Jun-14 04:00:00 (45.1%)
2097-Jun-14 09:00:00 (45.2%)
2097-Jun-14 14:00:00 (45.2%)
2097-Jun-14 19:00:00 (45.3%)
2097-Jun-15 00:00:00 (45.4%)
2097-Jun-15 05:00:00 (45.4%)
2097-Jun-15 10:00:00 (45.5%)
2097-Jun-15 15:00:00 (45.5%)
2097-Jun-15 20:00:00 (45.6%)
2097-Jun-16 00:00:00 (45.6%)
2097-Jun-16 05:00:00 (45.7%)
2097-Jun-16 10:00:00 (45.7%)
2097-Jun-16 15:00:00 (45.8%)
2097-Jun-16 20:00:00 (45.9%)
2097-Jun-17 01:00:00 (45.9%)
2097-Jun-17 06:00:00 (46%)
2097-Jun-17 11:00:00 (46%)
2097-Jun-17 16:00:00 (46.1%)
2097-Jun-17 21:00:00 (46.1%)
2097-Jun-18 02:00:00 (46.2%)
2097-Jun-18 07:00:00 (46.3%)
2097-Jun-18 12:00:00 (46.3%)
2097-Jun-18 17:00:00 (46.4%)
2097-Jun-18 22:00:00 (46.4%)
2097-Jun-19 02:00:00 (46.5%)
2097-Jun-19 07:00:00 (46.5%)
2097-Jun-19 12:00:00 (46.6%)
2097-Jun-19 17:00:00 (46.6%)
2097-Jun-19 22:00:00 (46.7%)
2097-Jun-20 03:00:00 (46.8%)
2097-Jun-20 08:00:00 (46.8%)
2097-Jun-20 13:00:00 (46.9%)
2097-Jun-20 18:00:00 (46.9%)
2097-Jun-20 23:00:00 (47%)
2097-Jun-21 04:00:00 (47%)
2097-Jun-21 09:00:00 (47.1%)
2097-Jun-21 14:00:00 (47.2%)
2097-Jun-21 19:00:00 (47.2%)
2097-Jun-21 23:00:00 (47.3%)
2097-Jun-22 04:00:00 (47.3%)
2097-Jun-22 09:00:00 (47.4%)
2097-Jun-22 14:00:00 (47.4%)
2097-Jun-22 19:00:00 (47.5%)
2097-Jun-23 00:00:00 (47.5%)
2097-Jun-23 05:00:00 (47.6%)
2097-Jun-23 10:00:00 (47.7%)
2097-Jun-23 15:00:00 (47.7%)
2097-Jun-23 20:00:00 (47.8%)
2097-Jun-24 01:00:00 (47.8%)
2097-Jun-24 06:00:00 (47.9%)
2097-Jun-24 11:00:00 (47.9%)
2097-Jun-24 16:00:00 (48%)
2097-Jun-24 20:00:00 (48%)
2097-Jun-25 01:00:00 (48.1%)
2097-Jun-25 06:00:00 (48.2%)
2097-Jun-25 11:00:00 (48.2%)
2097-Jun-25 16:00:00 (48.3%)
2097-Jun-25 21:00:00 (48.3%)
2097-Jun-26 02:00:00 (48.4%)
2097-Jun-26 07:00:00 (48.4%)
2097-Jun-26 12:00:00 (48.5%)
2097-Jun-26 17:00:00 (48.6%)
2097-Jun-26 22:00:00 (48.6%)
2097-Jun-27 03:00:00 (48.7%)
2097-Jun-27 08:00:00 (48.7%)
2097-Jun-27 13:00:00 (48.8%)
2097-Jun-27 17:00:00 (48.8%)
2097-Jun-27 22:00:00 (48.9%)
2097-Jun-28 03:00:00 (48.9%)
2097-Jun-28 08:00:00 (49%)
2097-Jun-28 13:00:00 (49.1%)
2097-Jun-28 18:00:00 (49.1%)
2097-Jun-28 23:00:00 (49.2%)
2097-Jun-29 04:00:00 (49.2%)
2097-Jun-29 09:00:00 (49.3%)
2097-Jun-29 14:00:00 (49.3%)
2097-Jun-29 19:00:00 (49.4%)
2097-Jun-30 00:00:00 (49.5%)
2097-Jun-30 05:00:00 (49.5%)
2097-Jun-30 10:00:00 (49.6%)
2097-Jun-30 14:00:00 (49.6%)
2097-Jun-30 19:00:00 (49.7%)
2097-Jul-01 00:00:00 (49.7%)
2097-Jul-01 05:00:00 (49.8%)
2097-Jul-01 10:00:00 (49.8%)
2097-Jul-01 15:00:00 (49.9%)
2097-Jul-01 20:00:00 (50%)
2097-Jul-02 01:00:00 (50%)
2097-Jul-02 06:00:00 (50.1%)
2097-Jul-02 11:00:00 (50.1%)
2097-Jul-02 16:00:00 (50.2%)
2097-Jul-02 21:00:00 (50.2%)
2097-Jul-03 02:00:00 (50.3%)
2097-Jul-03 07:00:00 (50.4%)
2097-Jul-03 12:00:00 (50.4%)
2097-Jul-03 16:00:00 (50.5%)
2097-Jul-03 21:00:00 (50.5%)
2097-Jul-04 02:00:00 (50.6%)
2097-Jul-04 07:00:00 (50.6%)
2097-Jul-04 12:00:00 (50.7%)
2097-Jul-04 17:00:00 (50.7%)
2097-Jul-04 22:00:00 (50.8%)
2097-Jul-05 03:00:00 (50.9%)
2097-Jul-05 08:00:00 (50.9%)
2097-Jul-05 13:00:00 (51%)
2097-Jul-05 18:00:00 (51%)
2097-Jul-05 23:00:00 (51.1%)
2097-Jul-06 04:00:00 (51.1%)
2097-Jul-06 09:00:00 (51.2%)
2097-Jul-06 13:00:00 (51.2%)
2097-Jul-06 18:00:00 (51.3%)
2097-Jul-06 23:00:00 (51.4%)
2097-Jul-07 04:00:00 (51.4%)
2097-Jul-07 09:00:00 (51.5%)
2097-Jul-07 14:00:00 (51.5%)
2097-Jul-07 19:00:00 (51.6%)
2097-Jul-08 00:00:00 (51.6%)
2097-Jul-08 05:00:00 (51.7%)
2097-Jul-08 10:00:00 (51.8%)
2097-Jul-08 15:00:00 (51.8%)
2097-Jul-08 20:00:00 (51.9%)
2097-Jul-09 01:00:00 (51.9%)
2097-Jul-09 06:00:00 (52%)
2097-Jul-09 10:00:00 (52%)
2097-Jul-09 15:00:00 (52.1%)
2097-Jul-09 20:00:00 (52.1%)
2097-Jul-10 01:00:00 (52.2%)
2097-Jul-10 06:00:00 (52.3%)
2097-Jul-10 11:00:00 (52.3%)
2097-Jul-10 16:00:00 (52.4%)
2097-Jul-10 21:00:00 (52.4%)
2097-Jul-11 02:00:00 (52.5%)
2097-Jul-11 07:00:00 (52.5%)
2097-Jul-11 12:00:00 (52.6%)
2097-Jul-11 17:00:00 (52.7%)
2097-Jul-11 22:00:00 (52.7%)
2097-Jul-12 03:00:00 (52.8%)
2097-Jul-12 08:00:00 (52.8%)
2097-Jul-12 12:00:00 (52.9%)
2097-Jul-12 17:00:00 (52.9%)
2097-Jul-12 22:00:00 (53%)
2097-Jul-13 03:00:00 (53%)
2097-Jul-13 08:00:00 (53.1%)
2097-Jul-13 13:00:00 (53.2%)
2097-Jul-13 18:00:00 (53.2%)
2097-Jul-13 23:00:00 (53.3%)
2097-Jul-14 04:00:00 (53.3%)
2097-Jul-14 09:00:00 (53.4%)
2097-Jul-14 14:00:00 (53.4%)
2097-Jul-14 19:00:00 (53.5%)
2097-Jul-15 00:00:00 (53.6%)
2097-Jul-15 05:00:00 (53.6%)
2097-Jul-15 09:00:00 (53.7%)
2097-Jul-15 14:00:00 (53.7%)
2097-Jul-15 19:00:00 (53.8%)
2097-Jul-16 00:00:00 (53.8%)
2097-Jul-16 05:00:00 (53.9%)
2097-Jul-16 10:00:00 (53.9%)
2097-Jul-16 15:00:00 (54%)
2097-Jul-16 20:00:00 (54.1%)
2097-Jul-17 01:00:00 (54.1%)
2097-Jul-17 06:00:00 (54.2%)
2097-Jul-17 11:00:00 (54.2%)
2097-Jul-17 16:00:00 (54.3%)
2097-Jul-17 21:00:00 (54.3%)
2097-Jul-18 02:00:00 (54.4%)
2097-Jul-18 06:00:00 (54.4%)
2097-Jul-18 11:00:00 (54.5%)
2097-Jul-18 16:00:00 (54.6%)
2097-Jul-18 21:00:00 (54.6%)
2097-Jul-19 02:00:00 (54.7%)
2097-Jul-19 07:00:00 (54.7%)
2097-Jul-19 12:00:00 (54.8%)
2097-Jul-19 17:00:00 (54.8%)
2097-Jul-19 22:00:00 (54.9%)
2097-Jul-20 03:00:00 (55%)
2097-Jul-20 08:00:00 (55%)
2097-Jul-20 13:00:00 (55.1%)
2097-Jul-20 18:00:00 (55.1%)
2097-Jul-20 23:00:00 (55.2%)
2097-Jul-21 04:00:00 (55.2%)
2097-Jul-21 08:00:00 (55.3%)
2097-Jul-21 13:00:00 (55.3%)
2097-Jul-21 18:00:00 (55.4%)
2097-Jul-21 23:00:00 (55.5%)
2097-Jul-22 04:00:00 (55.5%)
2097-Jul-22 09:00:00 (55.6%)
2097-Jul-22 14:00:00 (55.6%)
2097-Jul-22 19:00:00 (55.7%)
2097-Jul-23 00:00:00 (55.7%)
2097-Jul-23 05:00:00 (55.8%)
2097-Jul-23 10:00:00 (55.9%)
2097-Jul-23 15:00:00 (55.9%)
2097-Jul-23 20:00:00 (56%)
2097-Jul-24 01:00:00 (56%)
2097-Jul-24 05:00:00 (56.1%)
2097-Jul-24 10:00:00 (56.1%)
2097-Jul-24 15:00:00 (56.2%)
2097-Jul-24 20:00:00 (56.2%)
2097-Jul-25 01:00:00 (56.3%)
2097-Jul-25 06:00:00 (56.4%)
2097-Jul-25 11:00:00 (56.4%)
2097-Jul-25 16:00:00 (56.5%)
2097-Jul-25 21:00:00 (56.5%)
2097-Jul-26 02:00:00 (56.6%)
2097-Jul-26 07:00:00 (56.6%)
2097-Jul-26 12:00:00 (56.7%)
2097-Jul-26 17:00:00 (56.8%)
2097-Jul-26 22:00:00 (56.8%)
2097-Jul-27 02:00:00 (56.9%)
2097-Jul-27 07:00:00 (56.9%)
2097-Jul-27 12:00:00 (57%)
2097-Jul-27 17:00:00 (57%)
2097-Jul-27 22:00:00 (57.1%)
2097-Jul-28 03:00:00 (57.1%)
2097-Jul-28 08:00:00 (57.2%)
2097-Jul-28 13:00:00 (57.3%)
2097-Jul-28 18:00:00 (57.3%)
2097-Jul-28 23:00:00 (57.4%)
2097-Jul-29 04:00:00 (57.4%)
2097-Jul-29 09:00:00 (57.5%)
2097-Jul-29 14:00:00 (57.5%)
2097-Jul-29 19:00:00 (57.6%)
2097-Jul-30 00:00:00 (57.7%)
2097-Jul-30 04:00:00 (57.7%)
2097-Jul-30 09:00:00 (57.8%)
2097-Jul-30 14:00:00 (57.8%)
2097-Jul-30 19:00:00 (57.9%)
2097-Jul-31 00:00:00 (57.9%)
2097-Jul-31 05:00:00 (58%)
2097-Jul-31 10:00:00 (58%)
2097-Jul-31 15:00:00 (58.1%)
2097-Jul-31 20:00:00 (58.2%)
2097-Aug-01 01:00:00 (58.2%)
2097-Aug-01 06:00:00 (58.3%)
2097-Aug-01 11:00:00 (58.3%)
2097-Aug-01 16:00:00 (58.4%)
2097-Aug-01 21:00:00 (58.4%)
2097-Aug-02 01:00:00 (58.5%)
2097-Aug-02 06:00:00 (58.5%)
2097-Aug-02 11:00:00 (58.6%)
2097-Aug-02 16:00:00 (58.7%)
2097-Aug-02 21:00:00 (58.7%)
2097-Aug-03 02:00:00 (58.8%)
2097-Aug-03 07:00:00 (58.8%)
2097-Aug-03 12:00:00 (58.9%)
2097-Aug-03 17:00:00 (58.9%)
2097-Aug-03 22:00:00 (59%)
2097-Aug-04 03:00:00 (59.1%)
2097-Aug-04 08:00:00 (59.1%)
2097-Aug-04 13:00:00 (59.2%)
2097-Aug-04 18:00:00 (59.2%)
2097-Aug-04 22:00:00 (59.3%)
2097-Aug-05 03:00:00 (59.3%)
2097-Aug-05 08:00:00 (59.4%)
2097-Aug-05 13:00:00 (59.4%)
2097-Aug-05 18:00:00 (59.5%)
2097-Aug-05 23:00:00 (59.6%)
2097-Aug-06 04:00:00 (59.6%)
2097-Aug-06 09:00:00 (59.7%)
2097-Aug-06 14:00:00 (59.7%)
2097-Aug-06 19:00:00 (59.8%)
2097-Aug-07 00:00:00 (59.8%)
2097-Aug-07 05:00:00 (59.9%)
2097-Aug-07 10:00:00 (59.9%)
2097-Aug-07 15:00:00 (60%)
2097-Aug-07 19:00:00 (60.1%)
2097-Aug-08 00:00:00 (60.1%)
2097-Aug-08 05:00:00 (60.2%)
2097-Aug-08 10:00:00 (60.2%)
2097-Aug-08 15:00:00 (60.3%)
2097-Aug-08 20:00:00 (60.3%)
2097-Aug-09 01:00:00 (60.4%)
2097-Aug-09 06:00:00 (60.5%)
2097-Aug-09 11:00:00 (60.5%)
2097-Aug-09 16:00:00 (60.6%)
2097-Aug-09 21:00:00 (60.6%)
2097-Aug-10 02:00:00 (60.7%)
2097-Aug-10 07:00:00 (60.7%)
2097-Aug-10 12:00:00 (60.8%)
2097-Aug-10 17:00:00 (60.8%)
2097-Aug-10 21:00:00 (60.9%)
2097-Aug-11 02:00:00 (61%)
2097-Aug-11 07:00:00 (61%)
2097-Aug-11 12:00:00 (61.1%)
2097-Aug-11 17:00:00 (61.1%)
2097-Aug-11 22:00:00 (61.2%)
2097-Aug-12 03:00:00 (61.2%)
2097-Aug-12 08:00:00 (61.3%)
2097-Aug-12 13:00:00 (61.4%)
2097-Aug-12 18:00:00 (61.4%)
2097-Aug-12 23:00:00 (61.5%)
2097-Aug-13 04:00:00 (61.5%)
2097-Aug-13 09:00:00 (61.6%)
2097-Aug-13 14:00:00 (61.6%)
2097-Aug-13 18:00:00 (61.7%)
2097-Aug-13 23:00:00 (61.7%)
2097-Aug-14 04:00:00 (61.8%)
2097-Aug-14 09:00:00 (61.9%)
2097-Aug-14 14:00:00 (61.9%)
2097-Aug-14 19:00:00 (62%)
2097-Aug-15 00:00:00 (62%)
2097-Aug-15 05:00:00 (62.1%)
2097-Aug-15 10:00:00 (62.1%)
2097-Aug-15 15:00:00 (62.2%)
2097-Aug-15 20:00:00 (62.2%)
2097-Aug-16 01:00:00 (62.3%)
2097-Aug-16 06:00:00 (62.4%)
2097-Aug-16 11:00:00 (62.4%)
2097-Aug-16 16:00:00 (62.5%)
2097-Aug-16 20:00:00 (62.5%)
2097-Aug-17 01:00:00 (62.6%)
2097-Aug-17 06:00:00 (62.6%)
2097-Aug-17 11:00:00 (62.7%)
2097-Aug-17 16:00:00 (62.8%)
2097-Aug-17 21:00:00 (62.8%)
2097-Aug-18 02:00:00 (62.9%)
2097-Aug-18 07:00:00 (62.9%)
2097-Aug-18 12:00:00 (63%)
2097-Aug-18 17:00:00 (63%)
2097-Aug-18 22:00:00 (63.1%)
2097-Aug-19 03:00:00 (63.1%)
2097-Aug-19 08:00:00 (63.2%)
2097-Aug-19 13:00:00 (63.3%)
2097-Aug-19 18:00:00 (63.3%)
2097-Aug-19 22:00:00 (63.4%)
2097-Aug-20 03:00:00 (63.4%)
2097-Aug-20 08:00:00 (63.5%)
2097-Aug-20 13:00:00 (63.5%)
2097-Aug-20 18:00:00 (63.6%)
2097-Aug-20 23:00:00 (63.6%)
2097-Aug-21 04:00:00 (63.7%)
2097-Aug-21 09:00:00 (63.8%)
2097-Aug-21 14:00:00 (63.8%)
2097-Aug-21 19:00:00 (63.9%)
2097-Aug-22 00:00:00 (63.9%)
2097-Aug-22 05:00:00 (64%)
2097-Aug-22 10:00:00 (64%)
2097-Aug-22 15:00:00 (64.1%)
2097-Aug-22 19:00:00 (64.2%)
2097-Aug-23 00:00:00 (64.2%)
2097-Aug-23 05:00:00 (64.3%)
2097-Aug-23 10:00:00 (64.3%)
2097-Aug-23 15:00:00 (64.4%)
2097-Aug-23 20:00:00 (64.4%)
2097-Aug-24 01:00:00 (64.5%)
2097-Aug-24 06:00:00 (64.5%)
2097-Aug-24 11:00:00 (64.6%)
2097-Aug-24 16:00:00 (64.7%)
2097-Aug-24 21:00:00 (64.7%)
2097-Aug-25 02:00:00 (64.8%)
2097-Aug-25 07:00:00 (64.8%)
2097-Aug-25 12:00:00 (64.9%)
2097-Aug-25 17:00:00 (64.9%)
2097-Aug-25 21:00:00 (65%)
2097-Aug-26 02:00:00 (65.1%)
2097-Aug-26 07:00:00 (65.1%)
2097-Aug-26 12:00:00 (65.2%)
2097-Aug-26 17:00:00 (65.2%)
2097-Aug-26 22:00:00 (65.3%)
2097-Aug-27 03:00:00 (65.3%)
2097-Aug-27 08:00:00 (65.4%)
2097-Aug-27 13:00:00 (65.4%)
2097-Aug-27 18:00:00 (65.5%)
2097-Aug-27 23:00:00 (65.6%)
2097-Aug-28 04:00:00 (65.6%)
2097-Aug-28 09:00:00 (65.7%)
2097-Aug-28 14:00:00 (65.7%)
2097-Aug-28 18:00:00 (65.8%)
2097-Aug-28 23:00:00 (65.8%)
2097-Aug-29 04:00:00 (65.9%)
2097-Aug-29 09:00:00 (65.9%)
2097-Aug-29 14:00:00 (66%)
2097-Aug-29 19:00:00 (66.1%)
2097-Aug-30 00:00:00 (66.1%)
2097-Aug-30 05:00:00 (66.2%)
2097-Aug-30 10:00:00 (66.2%)
2097-Aug-30 15:00:00 (66.3%)
2097-Aug-30 20:00:00 (66.3%)
2097-Aug-31 01:00:00 (66.4%)
2097-Aug-31 06:00:00 (66.5%)
2097-Aug-31 11:00:00 (66.5%)
2097-Aug-31 16:00:00 (66.6%)
2097-Aug-31 20:00:00 (66.6%)
2097-Sep-01 01:00:00 (66.7%)
2097-Sep-01 06:00:00 (66.7%)
2097-Sep-01 11:00:00 (66.8%)
2097-Sep-01 16:00:00 (66.8%)
2097-Sep-01 21:00:00 (66.9%)
2097-Sep-02 02:00:00 (67%)
2097-Sep-02 07:00:00 (67%)
2097-Sep-02 12:00:00 (67.1%)
2097-Sep-02 17:00:00 (67.1%)
2097-Sep-02 22:00:00 (67.2%)
2097-Sep-03 03:00:00 (67.2%)
2097-Sep-03 08:00:00 (67.3%)
2097-Sep-03 13:00:00 (67.4%)
2097-Sep-03 18:00:00 (67.4%)
2097-Sep-03 22:00:00 (67.5%)
2097-Sep-04 03:00:00 (67.5%)
2097-Sep-04 08:00:00 (67.6%)
2097-Sep-04 13:00:00 (67.6%)
2097-Sep-04 18:00:00 (67.7%)
2097-Sep-04 23:00:00 (67.7%)
2097-Sep-05 04:00:00 (67.8%)
2097-Sep-05 09:00:00 (67.9%)
2097-Sep-05 14:00:00 (67.9%)
2097-Sep-05 19:00:00 (68%)
2097-Sep-06 00:00:00 (68%)
2097-Sep-06 05:00:00 (68.1%)
2097-Sep-06 10:00:00 (68.1%)
2097-Sep-06 15:00:00 (68.2%)
2097-Sep-06 19:00:00 (68.2%)
2097-Sep-07 00:00:00 (68.3%)
2097-Sep-07 05:00:00 (68.4%)
2097-Sep-07 10:00:00 (68.4%)
2097-Sep-07 15:00:00 (68.5%)
2097-Sep-07 20:00:00 (68.5%)
2097-Sep-08 01:00:00 (68.6%)
2097-Sep-08 06:00:00 (68.6%)
2097-Sep-08 11:00:00 (68.7%)
2097-Sep-08 16:00:00 (68.8%)
2097-Sep-08 21:00:00 (68.8%)
2097-Sep-09 02:00:00 (68.9%)
2097-Sep-09 07:00:00 (68.9%)
2097-Sep-09 12:00:00 (69%)
2097-Sep-09 17:00:00 (69%)
2097-Sep-09 21:00:00 (69.1%)
2097-Sep-10 02:00:00 (69.1%)
2097-Sep-10 07:00:00 (69.2%)
2097-Sep-10 12:00:00 (69.3%)
2097-Sep-10 17:00:00 (69.3%)
2097-Sep-10 22:00:00 (69.4%)
2097-Sep-11 03:00:00 (69.4%)
2097-Sep-11 08:00:00 (69.5%)
2097-Sep-11 13:00:00 (69.5%)
2097-Sep-11 18:00:00 (69.6%)
2097-Sep-11 23:00:00 (69.7%)
2097-Sep-12 04:00:00 (69.7%)
2097-Sep-12 09:00:00 (69.8%)
2097-Sep-12 14:00:00 (69.8%)
2097-Sep-12 18:00:00 (69.9%)
2097-Sep-12 23:00:00 (69.9%)
2097-Sep-13 04:00:00 (70%)
2097-Sep-13 09:00:00 (70%)
2097-Sep-13 14:00:00 (70.1%)
2097-Sep-13 19:00:00 (70.2%)
2097-Sep-14 00:00:00 (70.2%)
2097-Sep-14 05:00:00 (70.3%)
2097-Sep-14 10:00:00 (70.3%)
2097-Sep-14 15:00:00 (70.4%)
2097-Sep-14 20:00:00 (70.4%)
2097-Sep-15 01:00:00 (70.5%)
2097-Sep-15 06:00:00 (70.6%)
2097-Sep-15 11:00:00 (70.6%)
2097-Sep-15 16:00:00 (70.7%)
2097-Sep-15 20:00:00 (70.7%)
2097-Sep-16 01:00:00 (70.8%)
2097-Sep-16 06:00:00 (70.8%)
2097-Sep-16 11:00:00 (70.9%)
2097-Sep-16 16:00:00 (70.9%)
2097-Sep-16 21:00:00 (71%)
2097-Sep-17 02:00:00 (71.1%)
2097-Sep-17 07:00:00 (71.1%)
2097-Sep-17 12:00:00 (71.2%)
2097-Sep-17 17:00:00 (71.2%)
2097-Sep-17 22:00:00 (71.3%)
2097-Sep-18 03:00:00 (71.3%)
2097-Sep-18 08:00:00 (71.4%)
2097-Sep-18 13:00:00 (71.5%)
2097-Sep-18 18:00:00 (71.5%)
2097-Sep-18 22:00:00 (71.6%)
2097-Sep-19 03:00:00 (71.6%)
2097-Sep-19 08:00:00 (71.7%)
2097-Sep-19 13:00:00 (71.7%)
