instance.yaml
kiva v0.2.0-0-g98c829f
Copyright (C) 2012-2014 Big Ladder Software
Web: www.bigladdersoftware.com

Starting Program: 2014-Jun-24 18:22:33.450294
Creating Domain...
Initializing Temperatures...
Beginning Simulation...
2097-Feb-06 12:52:00 (10.3%)
2097-Feb-06 14:17:00 (10.3%)
2097-Feb-06 15:42:00 (10.3%)
2097-Feb-06 17:07:00 (10.3%)
2097-Feb-06 18:32:00 (10.3%)
2097-Feb-06 19:58:00 (10.3%)
2097-Feb-06 21:23:00 (10.4%)
2097-Feb-06 22:48:00 (10.4%)
2097-Feb-07 00:13:00 (10.4%)
2097-Feb-07 01:38:00 (10.4%)
2097-Feb-07 03:03:00 (10.4%)
2097-Feb-07 04:28:00 (10.4%)
2097-Feb-07 05:53:00 (10.4%)
2097-Feb-07 07:18:00 (10.5%)
2097-Feb-07 08:44:00 (10.5%)
2097-Feb-07 10:09:00 (10.5%)
2097-Feb-07 11:34:00 (10.5%)
2097-Feb-07 12:59:00 (10.5%)
2097-Feb-07 14:24:00 (10.5%)
2097-Feb-07 15:49:00 (10.6%)
2097-Feb-07 17:14:00 (10.6%)
2097-Feb-07 18:39:00 (10.6%)
2097-Feb-07 20:05:00 (10.6%)
2097-Feb-07 21:30:00 (10.6%)
2097-Feb-07 22:55:00 (10.6%)
2097-Feb-08 00:20:00 (10.7%)
2097-Feb-08 01:45:00 (10.7%)
2097-Feb-08 03:10:00 (10.7%)
2097-Feb-08 04:35:00 (10.7%)
2097-Feb-08 06:00:00 (10.7%)
2097-Feb-08 07:25:00 (10.7%)
2097-Feb-08 08:51:00 (10.8%)
2097-Feb-08 10:16:00 (10.8%)
2097-Feb-08 11:41:00 (10.8%)
2097-Feb-08 13:06:00 (10.8%)
2097-Feb-08 14:31:00 (10.8%)
2097-Feb-08 15:56:00 (10.8%)
2097-Feb-08 17:21:00 (10.9%)
2097-Feb-08 18:47:00 (10.9%)
2097-Feb-08 20:12:00 (10.9%)
2097-Feb-08 21:37:00 (10.9%)
2097-Feb-08 23:02:00 (10.9%)
2097-Feb-09 00:27:00 (10.9%)
2097-Feb-09 01:52:00 (11%)
2097-Feb-09 03:17:00 (11%)
2097-Feb-09 04:42:00 (11%)
2097-Feb-09 06:07:00 (11%)
2097-Feb-09 07:33:00 (11%)
2097-Feb-09 08:58:00 (11%)
2097-Feb-09 10:23:00 (11%)
2097-Feb-09 11:48:00 (11.1%)
2097-Feb-09 13:13:00 (11.1%)
2097-Feb-09 14:38:00 (11.1%)
2097-Feb-09 16:03:00 (11.1%)
2097-Feb-09 17:28:00 (11.1%)
2097-Feb-09 18:54:00 (11.1%)
2097-Feb-09 20:19:00 (11.2%)
2097-Feb-09 21:44:00 (11.2%)
2097-Feb-09 23:09:00 (11.2%)
2097-Feb-10 00:34:00 (11.2%)
2097-Feb-10 01:59:00 (11.2%)
2097-Feb-10 03:24:00 (11.2%)
2097-Feb-10 04:49:00 (11.3%)
2097-Feb-10 06:14:00 (11.3%)
2097-Feb-10 07:40:00 (11.3%)
2097-Feb-10 09:05:00 (11.3%)
2097-Feb-10 10:30:00 (11.3%)
2097-Feb-10 11:55:00 (11.3%)
2097-Feb-10 13:20:00 (11.4%)
2097-Feb-10 14:45:00 (11.4%)
2097-Feb-10 16:10:00 (11.4%)
2097-Feb-10 17:35:00 (11.4%)
2097-Feb-10 19:01:00 (11.4%)
2097-Feb-10 20:26:00 (11.4%)
2097-Feb-10 21:51:00 (11.5%)
2097-Feb-10 23:16:00 (11.5%)
2097-Feb-11 00:41:00 (11.5%)
2097-Feb-11 02:06:00 (11.5%)
2097-Feb-11 03:31:00 (11.5%)
2097-Feb-11 04:56:00 (11.5%)
2097-Feb-11 06:21:00 (11.5%)
2097-Feb-11 07:47:00 (11.6%)
2097-Feb-11 09:12:00 (11.6%)
2097-Feb-11 10:37:00 (11.6%)
2097-Feb-11 12:02:00 (11.6%)
2097-Feb-11 13:27:00 (11.6%)
2097-Feb-11 14:52:00 (11.6%)
2097-Feb-11 16:17:00 (11.7%)
2097-Feb-11 17:42:00 (11.7%)
2097-Feb-11 19:08:00 (11.7%)
2097-Feb-11 20:33:00 (11.7%)
2097-Feb-11 21:58:00 (11.7%)
2097-Feb-11 23:23:00 (11.7%)
2097-Feb-12 00:48:00 (11.8%)
2097-Feb-12 02:13:00 (11.8%)
2097-Feb-12 03:38:00 (11.8%)
2097-Feb-12 05:03:00 (11.8%)
2097-Feb-12 06:29:00 (11.8%)
2097-Feb-12 07:54:00 (11.8%)
2097-Feb-12 09:19:00 (11.9%)
2097-Feb-12 10:44:00 (11.9%)
2097-Feb-12 12:09:00 (11.9%)
2097-Feb-12 13:34:00 (11.9%)
2097-Feb-12 14:59:00 (11.9%)
2097-Feb-12 16:24:00 (11.9%)
2097-Feb-12 17:49:00 (12%)
2097-Feb-12 19:14:00 (12%)
2097-Feb-12 20:40:00 (12%)
2097-Feb-12 22:05:00 (12%)
2097-Feb-12 23:30:00 (12%)
2097-Feb-13 00:55:00 (12%)
2097-Feb-13 02:20:00 (12%)
2097-Feb-13 03:45:00 (12.1%)
2097-Feb-13 05:10:00 (12.1%)
2097-Feb-13 06:35:00 (12.1%)
2097-Feb-13 08:00:00 (12.1%)
2097-Feb-13 09:26:00 (12.1%)
2097-Feb-13 10:51:00 (12.1%)
2097-Feb-13 12:16:00 (12.2%)
2097-Feb-13 13:41:00 (12.2%)
2097-Feb-13 15:06:00 (12.2%)
2097-Feb-13 16:31:00 (12.2%)
2097-Feb-13 17:56:00 (12.2%)
2097-Feb-13 19:21:00 (12.2%)
2097-Feb-13 20:47:00 (12.3%)
2097-Feb-13 22:12:00 (12.3%)
2097-Feb-13 23:37:00 (12.3%)
2097-Feb-14 01:02:00 (12.3%)
2097-Feb-14 02:27:00 (12.3%)
2097-Feb-14 03:52:00 (12.3%)
2097-Feb-14 05:17:00 (12.4%)
2097-Feb-14 06:42:00 (12.4%)
2097-Feb-14 08:07:00 (12.4%)
2097-Feb-14 09:33:00 (12.4%)
2097-Feb-14 10:58:00 (12.4%)
2097-Feb-14 12:23:00 (12.4%)
2097-Feb-14 13:48:00 (12.5%)
2097-Feb-14 15:13:00 (12.5%)
2097-Feb-14 16:38:00 (12.5%)
2097-Feb-14 18:03:00 (12.5%)
2097-Feb-14 19:28:00 (12.5%)
2097-Feb-14 20:54:00 (12.5%)
2097-Feb-14 22:19:00 (12.5%)
2097-Feb-14 23:44:00 (12.6%)
2097-Feb-15 01:09:00 (12.6%)
2097-Feb-15 02:34:00 (12.6%)
2097-Feb-15 03:59:00 (12.6%)
2097-Feb-15 05:24:00 (12.6%)
2097-Feb-15 06:49:00 (12.6%)
2097-Feb-15 08:14:00 (12.7%)
2097-Feb-15 09:40:00 (12.7%)
2097-Feb-15 11:05:00 (12.7%)
2097-Feb-15 12:30:00 (12.7%)
2097-Feb-15 13:55:00 (12.7%)
2097-Feb-15 15:20:00 (12.7%)
2097-Feb-15 16:45:00 (12.8%)
2097-Feb-15 18:10:00 (12.8%)
2097-Feb-15 19:35:00 (12.8%)
2097-Feb-15 21:00:00 (12.8%)
2097-Feb-15 22:26:00 (12.8%)
2097-Feb-15 23:51:00 (12.8%)
2097-Feb-16 01:16:00 (12.9%)
2097-Feb-16 02:41:00 (12.9%)
2097-Feb-16 04:06:00 (12.9%)
2097-Feb-16 05:31:00 (12.9%)
2097-Feb-16 06:56:00 (12.9%)
2097-Feb-16 08:21:00 (12.9%)
2097-Feb-16 09:47:00 (13%)
2097-Feb-16 11:12:00 (13%)
2097-Feb-16 12:37:00 (13%)
2097-Feb-16 14:02:00 (13%)
2097-Feb-16 15:27:00 (13%)
2097-Feb-16 16:52:00 (13%)
2097-Feb-16 18:17:00 (13%)
2097-Feb-16 19:42:00 (13.1%)
2097-Feb-16 21:08:00 (13.1%)
2097-Feb-16 22:33:00 (13.1%)
2097-Feb-16 23:58:00 (13.1%)
2097-Feb-17 01:23:00 (13.1%)
2097-Feb-17 02:48:00 (13.1%)
2097-Feb-17 04:13:00 (13.2%)
2097-Feb-17 05:38:00 (13.2%)
2097-Feb-17 07:03:00 (13.2%)
2097-Feb-17 08:28:00 (13.2%)
2097-Feb-17 09:54:00 (13.2%)
2097-Feb-17 11:19:00 (13.2%)
2097-Feb-17 12:44:00 (13.3%)
2097-Feb-17 14:09:00 (13.3%)
2097-Feb-17 15:34:00 (13.3%)
2097-Feb-17 16:59:00 (13.3%)
2097-Feb-17 18:24:00 (13.3%)
2097-Feb-17 19:49:00 (13.3%)
2097-Feb-17 21:14:00 (13.4%)
2097-Feb-17 22:40:00 (13.4%)
2097-Feb-18 00:05:00 (13.4%)
2097-Feb-18 01:30:00 (13.4%)
2097-Feb-18 02:55:00 (13.4%)
2097-Feb-18 04:20:00 (13.4%)
2097-Feb-18 05:45:00 (13.5%)
2097-Feb-18 07:10:00 (13.5%)
2097-Feb-18 08:35:00 (13.5%)
2097-Feb-18 10:00:00 (13.5%)
2097-Feb-18 11:26:00 (13.5%)
2097-Feb-18 12:51:00 (13.5%)
2097-Feb-18 14:16:00 (13.6%)
2097-Feb-18 15:41:00 (13.6%)
2097-Feb-18 17:06:00 (13.6%)
2097-Feb-18 18:31:00 (13.6%)
2097-Feb-18 19:56:00 (13.6%)
2097-Feb-18 21:21:00 (13.6%)
2097-Feb-18 22:47:00 (13.6%)
2097-Feb-19 00:12:00 (13.7%)
2097-Feb-19 01:37:00 (13.7%)
2097-Feb-19 03:02:00 (13.7%)
2097-Feb-19 04:27:00 (13.7%)
2097-Feb-19 05:52:00 (13.7%)
2097-Feb-19 07:17:00 (13.7%)
2097-Feb-19 08:42:00 (13.8%)
2097-Feb-19 10:08:00 (13.8%)
2097-Feb-19 11:33:00 (13.8%)
2097-Feb-19 12:58:00 (13.8%)
2097-Feb-19 14:23:00 (13.8%)
2097-Feb-19 15:48:00 (13.8%)
2097-Feb-19 17:13:00 (13.9%)
2097-Feb-19 18:38:00 (13.9%)
2097-Feb-19 20:03:00 (13.9%)
2097-Feb-19 21:29:00 (13.9%)
2097-Feb-19 22:54:00 (13.9%)
2097-Feb-20 00:19:00 (13.9%)
2097-Feb-20 01:44:00 (14%)
2097-Feb-20 03:09:00 (14%)
2097-Feb-20 04:34:00 (14%)
2097-Feb-20 05:59:00 (14%)
2097-Feb-20 07:24:00 (14%)
2097-Feb-20 08:49:00 (14%)
2097-Feb-20 10:14:00 (14.1%)
2097-Feb-20 11:40:00 (14.1%)
2097-Feb-20 13:05:00 (14.1%)
2097-Feb-20 14:30:00 (14.1%)
2097-Feb-20 15:55:00 (14.1%)
2097-Feb-20 17:20:00 (14.1%)
2097-Feb-20 18:45:00 (14.1%)
2097-Feb-20 20:10:00 (14.2%)
2097-Feb-20 21:35:00 (14.2%)
2097-Feb-20 23:01:00 (14.2%)
2097-Feb-21 00:26:00 (14.2%)
2097-Feb-21 01:51:00 (14.2%)
2097-Feb-21 03:16:00 (14.2%)
2097-Feb-21 04:41:00 (14.3%)
2097-Feb-21 06:06:00 (14.3%)
2097-Feb-21 07:31:00 (14.3%)
2097-Feb-21 08:56:00 (14.3%)
2097-Feb-21 10:21:00 (14.3%)
2097-Feb-21 11:47:00 (14.3%)
2097-Feb-21 13:12:00 (14.4%)
2097-Feb-21 14:37:00 (14.4%)
2097-Feb-21 16:02:00 (14.4%)
2097-Feb-21 17:27:00 (14.4%)
2097-Feb-21 18:52:00 (14.4%)
2097-Feb-21 20:17:00 (14.4%)
2097-Feb-21 21:42:00 (14.5%)
2097-Feb-21 23:07:00 (14.5%)
2097-Feb-22 00:33:00 (14.5%)
2097-Feb-22 01:58:00 (14.5%)
2097-Feb-22 03:23:00 (14.5%)
2097-Feb-22 04:48:00 (14.5%)
2097-Feb-22 06:13:00 (14.6%)
2097-Feb-22 07:38:00 (14.6%)
2097-Feb-22 09:03:00 (14.6%)
2097-Feb-22 10:28:00 (14.6%)
2097-Feb-22 11:53:00 (14.6%)
2097-Feb-22 13:19:00 (14.6%)
2097-Feb-22 14:44:00 (14.6%)
2097-Feb-22 16:09:00 (14.7%)
2097-Feb-22 17:34:00 (14.7%)
2097-Feb-22 18:59:00 (14.7%)
2097-Feb-22 20:24:00 (14.7%)
2097-Feb-22 21:49:00 (14.7%)
2097-Feb-22 23:15:00 (14.7%)
2097-Feb-23 00:40:00 (14.8%)
2097-Feb-23 02:05:00 (14.8%)
2097-Feb-23 03:30:00 (14.8%)
2097-Feb-23 04:55:00 (14.8%)
2097-Feb-23 06:20:00 (14.8%)
2097-Feb-23 07:45:00 (14.8%)
2097-Feb-23 09:10:00 (14.9%)
2097-Feb-23 10:35:00 (14.9%)
2097-Feb-23 12:00:00 (14.9%)
2097-Feb-23 13:26:00 (14.9%)
2097-Feb-23 14:51:00 (14.9%)
2097-Feb-23 16:16:00 (14.9%)
2097-Feb-23 17:41:00 (15%)
2097-Feb-23 19:06:00 (15%)
2097-Feb-23 20:31:00 (15%)
2097-Feb-23 21:56:00 (15%)
2097-Feb-23 23:21:00 (15%)
2097-Feb-24 00:47:00 (15%)
2097-Feb-24 02:12:00 (15.1%)
2097-Feb-24 03:37:00 (15.1%)
2097-Feb-24 05:02:00 (15.1%)
2097-Feb-24 06:27:00 (15.1%)
2097-Feb-24 07:52:00 (15.1%)
2097-Feb-24 09:17:00 (15.1%)
2097-Feb-24 10:42:00 (15.1%)
2097-Feb-24 12:07:00 (15.2%)
2097-Feb-24 13:33:00 (15.2%)
2097-Feb-24 14:58:00 (15.2%)
2097-Feb-24 16:23:00 (15.2%)
2097-Feb-24 17:48:00 (15.2%)
2097-Feb-24 19:13:00 (15.2%)
2097-Feb-24 20:38:00 (15.3%)
2097-Feb-24 22:03:00 (15.3%)
2097-Feb-24 23:28:00 (15.3%)
2097-Feb-25 00:54:00 (15.3%)
2097-Feb-25 02:19:00 (15.3%)
2097-Feb-25 03:44:00 (15.3%)
2097-Feb-25 05:09:00 (15.4%)
2097-Feb-25 06:34:00 (15.4%)
2097-Feb-25 07:59:00 (15.4%)
2097-Feb-25 09:24:00 (15.4%)
2097-Feb-25 10:49:00 (15.4%)
2097-Feb-25 12:15:00 (15.4%)
2097-Feb-25 13:40:00 (15.5%)
2097-Feb-25 15:05:00 (15.5%)
2097-Feb-25 16:30:00 (15.5%)
2097-Feb-25 17:55:00 (15.5%)
2097-Feb-25 19:20:00 (15.5%)
2097-Feb-25 20:45:00 (15.5%)
2097-Feb-25 22:10:00 (15.6%)
2097-Feb-25 23:35:00 (15.6%)
2097-Feb-26 01:00:00 (15.6%)
2097-Feb-26 02:26:00 (15.6%)
2097-Feb-26 03:51:00 (15.6%)
2097-Feb-26 05:16:00 (15.6%)
2097-Feb-26 06:41:00 (15.6%)
2097-Feb-26 08:06:00 (15.7%)
2097-Feb-26 09:31:00 (15.7%)
2097-Feb-26 10:56:00 (15.7%)
2097-Feb-26 12:21:00 (15.7%)
2097-Feb-26 13:46:00 (15.7%)
2097-Feb-26 15:12:00 (15.7%)
2097-Feb-26 16:37:00 (15.8%)
2097-Feb-26 18:02:00 (15.8%)
2097-Feb-26 19:27:00 (15.8%)
2097-Feb-26 20:52:00 (15.8%)
2097-Feb-26 22:17:00 (15.8%)
2097-Feb-26 23:42:00 (15.8%)
2097-Feb-27 01:07:00 (15.9%)
2097-Feb-27 02:33:00 (15.9%)
2097-Feb-27 03:58:00 (15.9%)
2097-Feb-27 05:23:00 (15.9%)
2097-Feb-27 06:48:00 (15.9%)
2097-Feb-27 08:13:00 (15.9%)
2097-Feb-27 09:38:00 (16%)
2097-Feb-27 11:03:00 (16%)
2097-Feb-27 12:28:00 (16%)
2097-Feb-27 13:54:00 (16%)
2097-Feb-27 15:19:00 (16%)
2097-Feb-27 16:44:00 (16%)
2097-Feb-27 18:09:00 (16.1%)
2097-Feb-27 19:34:00 (16.1%)
2097-Feb-27 20:59:00 (16.1%)
2097-Feb-27 22:24:00 (16.1%)
2097-Feb-27 23:49:00 (16.1%)
2097-Feb-28 01:14:00 (16.1%)
2097-Feb-28 02:40:00 (16.2%)
2097-Feb-28 04:05:00 (16.2%)
2097-Feb-28 05:30:00 (16.2%)
2097-Feb-28 06:55:00 (16.2%)
2097-Feb-28 08:20:00 (16.2%)
2097-Feb-28 09:45:00 (16.2%)
2097-Feb-28 11:10:00 (16.2%)
2097-Feb-28 12:35:00 (16.3%)
2097-Feb-28 14:00:00 (16.3%)
2097-Feb-28 15:25:00 (16.3%)
2097-Feb-28 16:51:00 (16.3%)
2097-Feb-28 18:16:00 (16.3%)
2097-Feb-28 19:41:00 (16.3%)
2097-Feb-28 21:06:00 (16.4%)
2097-Feb-28 22:31:00 (16.4%)
2097-Feb-28 23:56:00 (16.4%)
2097-Mar-01 01:21:00 (16.4%)
2097-Mar-01 02:46:00 (16.4%)
2097-Mar-01 04:11:00 (16.4%)
2097-Mar-01 05:37:00 (16.5%)
2097-Mar-01 07:02:00 (16.5%)
2097-Mar-01 08:27:00 (16.5%)
2097-Mar-01 09:52:00 (16.5%)
2097-Mar-01 11:17:00 (16.5%)
2097-Mar-01 12:42:00 (16.5%)
2097-Mar-01 14:07:00 (16.6%)
2097-Mar-01 15:32:00 (16.6%)
2097-Mar-01 16:58:00 (16.6%)
2097-Mar-01 18:23:00 (16.6%)
2097-Mar-01 19:48:00 (16.6%)
2097-Mar-01 21:13:00 (16.6%)
2097-Mar-01 22:38:00 (16.7%)
2097-Mar-02 00:03:00 (16.7%)
2097-Mar-02 01:28:00 (16.7%)
2097-Mar-02 02:53:00 (16.7%)
2097-Mar-02 04:19:00 (16.7%)
2097-Mar-02 05:44:00 (16.7%)
2097-Mar-02 07:09:00 (16.7%)
2097-Mar-02 08:34:00 (16.8%)
2097-Mar-02 09:59:00 (16.8%)
2097-Mar-02 11:24:00 (16.8%)
2097-Mar-02 12:49:00 (16.8%)
2097-Mar-02 14:14:00 (16.8%)
2097-Mar-02 15:39:00 (16.8%)
2097-Mar-02 17:05:00 (16.9%)
2097-Mar-02 18:30:00 (16.9%)
2097-Mar-02 19:55:00 (16.9%)
2097-Mar-02 21:20:00 (16.9%)
2097-Mar-02 22:45:00 (16.9%)
2097-Mar-03 00:10:00 (16.9%)
2097-Mar-03 01:35:00 (17%)
2097-Mar-03 03:00:00 (17%)
2097-Mar-03 04:25:00 (17%)
2097-Mar-03 05:51:00 (17%)
2097-Mar-03 07:16:00 (17%)
2097-Mar-03 08:41:00 (17%)
2097-Mar-03 10:06:00 (17.1%)
2097-Mar-03 11:31:00 (17.1%)
2097-Mar-03 12:56:00 (17.1%)
2097-Mar-03 14:21:00 (17.1%)
2097-Mar-03 15:46:00 (17.1%)
2097-Mar-03 17:11:00 (17.1%)
2097-Mar-03 18:37:00 (17.2%)
2097-Mar-03 20:02:00 (17.2%)
2097-Mar-03 21:27:00 (17.2%)
2097-Mar-03 22:52:00 (17.2%)
2097-Mar-04 00:17:00 (17.2%)
2097-Mar-04 01:42:00 (17.2%)
2097-Mar-04 03:07:00 (17.2%)
2097-Mar-04 04:32:00 (17.3%)
2097-Mar-04 05:57:00 (17.3%)
2097-Mar-04 07:23:00 (17.3%)
2097-Mar-04 08:48:00 (17.3%)
2097-Mar-04 10:13:00 (17.3%)
2097-Mar-04 11:38:00 (17.3%)
2097-Mar-04 13:03:00 (17.4%)
2097-Mar-04 14:28:00 (17.4%)
2097-Mar-04 15:53:00 (17.4%)
2097-Mar-04 17:18:00 (17.4%)
2097-Mar-04 18:43:00 (17.4%)
2097-Mar-04 20:09:00 (17.4%)
2097-Mar-04 21:34:00 (17.5%)
2097-Mar-04 22:59:00 (17.5%)
2097-Mar-05 00:24:00 (17.5%)
2097-Mar-05 01:49:00 (17.5%)
2097-Mar-05 03:14:00 (17.5%)
2097-Mar-05 04:39:00 (17.5%)
2097-Mar-05 06:04:00 (17.6%)
2097-Mar-05 07:29:00 (17.6%)
2097-Mar-05 08:55:00 (17.6%)
2097-Mar-05 10:20:00 (17.6%)
2097-Mar-05 11:45:00 (17.6%)
2097-Mar-05 13:10:00 (17.6%)
2097-Mar-05 14:35:00 (17.7%)
2097-Mar-05 16:00:00 (17.7%)
2097-Mar-05 17:25:00 (17.7%)
2097-Mar-05 18:50:00 (17.7%)
2097-Mar-05 20:15:00 (17.7%)
2097-Mar-05 21:41:00 (17.7%)
2097-Mar-05 23:06:00 (17.7%)
2097-Mar-06 00:31:00 (17.8%)
2097-Mar-06 01:56:00 (17.8%)
2097-Mar-06 03:21:00 (17.8%)
2097-Mar-06 04:46:00 (17.8%)
2097-Mar-06 06:11:00 (17.8%)
2097-Mar-06 07:36:00 (17.8%)
2097-Mar-06 09:02:00 (17.9%)
2097-Mar-06 10:27:00 (17.9%)
2097-Mar-06 11:52:00 (17.9%)
2097-Mar-06 13:17:00 (17.9%)
2097-Mar-06 14:42:00 (17.9%)
2097-Mar-06 16:07:00 (17.9%)
2097-Mar-06 17:32:00 (18%)
2097-Mar-06 18:57:00 (18%)
2097-Mar-06 20:22:00 (18%)
2097-Mar-06 21:48:00 (18%)
2097-Mar-06 23:13:00 (18%)
2097-Mar-07 00:38:00 (18%)
2097-Mar-07 02:03:00 (18.1%)
2097-Mar-07 03:28:00 (18.1%)
2097-Mar-07 04:53:00 (18.1%)
2097-Mar-07 06:18:00 (18.1%)
2097-Mar-07 07:43:00 (18.1%)
2097-Mar-07 09:08:00 (18.1%)
2097-Mar-07 10:34:00 (18.2%)
2097-Mar-07 11:59:00 (18.2%)
2097-Mar-07 13:24:00 (18.2%)
2097-Mar-07 14:49:00 (18.2%)
2097-Mar-07 16:14:00 (18.2%)
2097-Mar-07 17:39:00 (18.2%)
2097-Mar-07 19:04:00 (18.2%)
2097-Mar-07 20:29:00 (18.3%)
2097-Mar-07 21:55:00 (18.3%)
2097-Mar-07 23:20:00 (18.3%)
2097-Mar-08 00:45:00 (18.3%)
2097-Mar-08 02:10:00 (18.3%)
2097-Mar-08 03:35:00 (18.3%)
2097-Mar-08 05:00:00 (18.4%)
2097-Mar-08 06:25:00 (18.4%)
2097-Mar-08 07:50:00 (18.4%)
2097-Mar-08 09:15:00 (18.4%)
2097-Mar-08 10:40:00 (18.4%)
2097-Mar-08 12:06:00 (18.4%)
2097-Mar-08 13:31:00 (18.5%)
2097-Mar-08 14:56:00 (18.5%)
2097-Mar-08 16:21:00 (18.5%)
2097-Mar-08 17:46:00 (18.5%)
2097-Mar-08 19:11:00 (18.5%)
2097-Mar-08 20:36:00 (18.5%)
2097-Mar-08 22:01:00 (18.6%)
2097-Mar-08 23:27:00 (18.6%)
2097-Mar-09 00:52:00 (18.6%)
2097-Mar-09 02:17:00 (18.6%)
2097-Mar-09 03:42:00 (18.6%)
2097-Mar-09 05:07:00 (18.6%)
2097-Mar-09 06:32:00 (18.7%)
2097-Mar-09 07:57:00 (18.7%)
2097-Mar-09 09:22:00 (18.7%)
2097-Mar-09 10:47:00 (18.7%)
2097-Mar-09 12:12:00 (18.7%)
2097-Mar-09 13:38:00 (18.7%)
2097-Mar-09 15:03:00 (18.8%)
2097-Mar-09 16:28:00 (18.8%)
2097-Mar-09 17:53:00 (18.8%)
2097-Mar-09 19:18:00 (18.8%)
2097-Mar-09 20:43:00 (18.8%)
2097-Mar-09 22:08:00 (18.8%)
2097-Mar-09 23:33:00 (18.8%)
2097-Mar-10 00:59:00 (18.9%)
2097-Mar-10 02:24:00 (18.9%)
2097-Mar-10 03:49:00 (18.9%)
2097-Mar-10 05:14:00 (18.9%)
2097-Mar-10 06:39:00 (18.9%)
2097-Mar-10 08:04:00 (18.9%)
2097-Mar-10 09:29:00 (19%)
2097-Mar-10 10:54:00 (19%)
2097-Mar-10 12:19:00 (19%)
2097-Mar-10 13:45:00 (19%)
2097-Mar-10 15:10:00 (19%)
2097-Mar-10 16:35:00 (19%)
2097-Mar-10 18:00:00 (19.1%)
2097-Mar-10 19:25:00 (19.1%)
2097-Mar-10 20:50:00 (19.1%)
2097-Mar-10 22:15:00 (19.1%)
2097-Mar-10 23:40:00 (19.1%)
2097-Mar-11 01:06:00 (19.1%)
2097-Mar-11 02:30:00 (19.2%)
2097-Mar-11 03:56:00 (19.2%)
2097-Mar-11 05:21:00 (19.2%)
2097-Mar-11 06:46:00 (19.2%)
2097-Mar-11 08:11:00 (19.2%)
2097-Mar-11 09:36:00 (19.2%)
2097-Mar-11 11:01:00 (19.3%)
2097-Mar-11 12:26:00 (19.3%)
2097-Mar-11 13:51:00 (19.3%)
2097-Mar-11 15:17:00 (19.3%)
2097-Mar-11 16:42:00 (19.3%)
2097-Mar-11 18:07:00 (19.3%)
2097-Mar-11 19:32:00 (19.3%)
2097-Mar-11 20:57:00 (19.4%)
2097-Mar-11 22:22:00 (19.4%)
2097-Mar-11 23:47:00 (19.4%)
2097-Mar-12 01:12:00 (19.4%)
2097-Mar-12 02:37:00 (19.4%)
2097-Mar-12 04:03:00 (19.4%)
2097-Mar-12 05:28:00 (19.5%)
2097-Mar-12 06:53:00 (19.5%)
2097-Mar-12 08:18:00 (19.5%)
2097-Mar-12 09:43:00 (19.5%)
2097-Mar-12 11:08:00 (19.5%)
2097-Mar-12 12:33:00 (19.5%)
2097-Mar-12 13:58:00 (19.6%)
2097-Mar-12 15:24:00 (19.6%)
2097-Mar-12 16:49:00 (19.6%)
2097-Mar-12 18:14:00 (19.6%)
2097-Mar-12 19:39:00 (19.6%)
2097-Mar-12 21:04:00 (19.6%)
2097-Mar-12 22:29:00 (19.7%)
2097-Mar-12 23:54:00 (19.7%)
2097-Mar-13 01:19:00 (19.7%)
2097-Mar-13 02:45:00 (19.7%)
2097-Mar-13 04:10:00 (19.7%)
2097-Mar-13 05:35:00 (19.7%)
2097-Mar-13 07:00:00 (19.8%)
2097-Mar-13 08:25:00 (19.8%)
2097-Mar-13 09:50:00 (19.8%)
2097-Mar-13 11:15:00 (19.8%)
2097-Mar-13 12:40:00 (19.8%)
2097-Mar-13 14:06:00 (19.8%)
2097-Mar-13 15:31:00 (19.8%)
2097-Mar-13 16:56:00 (19.9%)
2097-Mar-13 18:21:00 (19.9%)
2097-Mar-13 19:46:00 (19.9%)
2097-Mar-13 21:11:00 (19.9%)
2097-Mar-13 22:36:00 (19.9%)
2097-Mar-14 00:01:00 (19.9%)
2097-Mar-14 01:26:00 (20%)
2097-Mar-14 02:52:00 (20%)
2097-Mar-14 04:17:00 (20%)
2097-Mar-14 05:42:00 (20%)
2097-Mar-14 07:07:00 (20%)
2097-Mar-14 08:32:00 (20%)
2097-Mar-14 09:57:00 (20.1%)
2097-Mar-14 11:22:00 (20.1%)
2097-Mar-14 12:47:00 (20.1%)
2097-Mar-14 14:12:00 (20.1%)
2097-Mar-14 15:38:00 (20.1%)
2097-Mar-14 17:03:00 (20.1%)
2097-Mar-14 18:28:00 (20.2%)
2097-Mar-14 19:53:00 (20.2%)
2097-Mar-14 21:18:00 (20.2%)
2097-Mar-14 22:43:00 (20.2%)
2097-Mar-15 00:08:00 (20.2%)
2097-Mar-15 01:33:00 (20.2%)
2097-Mar-15 02:59:00 (20.3%)
2097-Mar-15 04:24:00 (20.3%)
2097-Mar-15 05:49:00 (20.3%)
2097-Mar-15 07:14:00 (20.3%)
2097-Mar-15 08:39:00 (20.3%)
2097-Mar-15 10:04:00 (20.3%)
2097-Mar-15 11:29:00 (20.3%)
2097-Mar-15 12:54:00 (20.4%)
2097-Mar-15 14:19:00 (20.4%)
2097-Mar-15 15:45:00 (20.4%)
2097-Mar-15 17:10:00 (20.4%)
2097-Mar-15 18:35:00 (20.4%)
2097-Mar-15 20:00:00 (20.4%)
2097-Mar-15 21:25:00 (20.5%)
2097-Mar-15 22:50:00 (20.5%)
2097-Mar-16 00:15:00 (20.5%)
2097-Mar-16 01:40:00 (20.5%)
